City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,User_Token
Helsinki,Uusimaa,Finland,240,60.207,24.9207,Europe/Helsinki,Cinia Oy,Cinia Oy,AS20904 Cinia Oy,5b2e42ada8e2
Stuttgart,Baden-Wurttemberg,Germany,70327,48.7863,9.23807,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG,9652ce3d07a0
Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,abaae6eb2cc9
Durham,North Carolina,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,,6468ddc89b2c
São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS27699 TELEFÔNICA BRASIL S.A,71f9683531c2
Charlotte,North Carolina,United States,28223,35.307,-80.7309,America/New_York,University of North Carolina at Charlotte,University of North Carolina at Charlotte,AS53384 University of North Carolina at Charlotte,c6c0dbc01908
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,10cc2e660d51
Haidian,Beijing,China,,39.8997,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,,b05542f70fe2
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,15301f003127
São Paulo,São Paulo,Brazil,01000-000,-23.5558,-46.6396,America/Sao_Paulo,V tal,V tal,AS7738 V tal,3cec3871aeec
Frankfurt am Main,Hesse,Germany,60313,50.1188,8.6843,Europe/Berlin,COLT Technology Services Group Limited,COLT Telecom,AS8220 COLT Technology Services Group Limited,bb388cfb2930
,,,,,,,,,,94c6b6f26328
,,,,,,,,,,7b32c9afae70
Hamburg,Free and Hanseatic City of Hamburg,Germany,20038,53.5511,9.99368,Europe/Berlin,TNG Stadtnetz GmbH,Ftth Wedelnet Com,AS13101 TNG Stadtnetz GmbH,f1008acc4742
Des Moines,Iowa,United States,50309,41.5908,-93.6208,America/Chicago,Microsoft Corporation,Microsoft Azure Cloud (centralus),AS8075 Microsoft Corporation,fbe256b9cf12
,,,,,,,,,,ca3339b77bea
Fuengirola,Andalusia,Spain,29640,36.5473,-4.6121,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.,1272128fe605
Klaten,Central Java,Indonesia,,-7.7049,110.6019,Asia/Jakarta,PT. INDOSAT Tbk,IOH B2B,AS4761 INDOSAT Internet Network Provider,ecf45259cf80
Seongnam-si,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,cf7f64e944a1
Dublin,Ohio,United States,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3616b81e038d
Sydney,New South Wales,Australia,1001,-33.8688,151.209,Australia/Sydney,Telstra Internet,,AS1221 Telstra Corporation Ltd,6eb61bd5306a
Montgomery,Alabama,United States,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS721 DoD Network Information Center,5508b0408b24
Mitcham,England,United Kingdom,CR4,51.3873,-0.1596,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC,b4b5097f73a8
Hamburg,Free and Hanseatic City of Hamburg,Germany,22085,53.5755,10.0174,Europe/Berlin,Telefonica Deutschland GmbH,Telefonica Deutschland GmbH,AS6805 Telefonica Germany GmbH & Co.OHG,691e38119304
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,ee9025d67d22
Lemont,Illinois,United States,60439,41.7183,-87.9789,America/Chicago,Argonne National Laboratory,Argonne National Laboratory,AS683 Argonne National Laboratory,ab0b2fbf2ad2
Seattle,Washington,United States,98194,47.597,-122.328,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,e251ff9332e6
Wallington,New Jersey,United States,7057,40.8543,-74.1056,America/New_York,Static IP Services,Darlingt ON Swim,AS6128 Cablevision Systems Corp.,801b0908058a
New York,New York,United States,10123,40.7128,-74.006,America/New_York,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC",53831f484d77
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,59e5cbca3a03
Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.,bec7534b2fe5
Jōyō,Kyoto,Japan,610-0111,34.848,135.7921,Asia/Tokyo,"Kintetsu Cable Network Co., Ltd.","Kintetsu Cable Network, Ltd","AS18081 Kintetsu Cable Network Co., Ltd.",7cc1f7ecc844
,,,,,,,,,,93ac4e2bfd7a
High Wycombe,England,United Kingdom,HP15,51.657,-0.7185,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC,14ac18b8eb77
,,,,,,,,,,9399ce055e45
Chiyoda,Tokyo,Japan,100-8111,35.6906,139.77,Asia/Tokyo,D-cruise,Toyota Systems Corporation,AS7687 TOYOTA DIGITAL CRUISE.INCORPORATED,3c4d5bc4a269
Berkeley,California,United States,94704,37.8706,-122.271,America/Los_Angeles,BARRA,BARRA,,d60b3eae8587
Lilancun,Guangxi,China,,23.7248,108.808,Asia/Shanghai,Chinanet,Chinanet GX,AS4134 CHINANET-BACKBONE,3dd141059bba
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.,d4a40628f233
,,,,,,,,,,3685233b9306
Seattle,Washington,United States,98111,47.6062,-122.332,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.,07dd4eb12d8c
Jefferson City,Missouri,United States,65109,38.5669,-92.2543,America/Chicago,University of Missouri - dba the Missouri Research and Education Network,Lincoln University,AS2572 University of Missouri - dba the Missouri Research and Education Network (MOREnet),fc320605d1ab
Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",fca03fe9b5aa
Mexico City,Mexico City,Mexico,1120,19.4,-99.2072,America/Mexico_City,UNINET,Gestión de direccionamiento UniNet,AS8151 UNINET,0bff928314dd
,,,,,,,,,,15d8ab1c2700
Melbourne,Victoria,Australia,3001,-37.8136,144.963,Australia/Melbourne,Uniware Managed Services Pty Ltd,Uniware Managed Services Pty Ltd,AS45601 Uniware Managed Services Pty Ltd,4e3ff24c86a7
Chattanooga,Tennessee,United States,37403,35.0375,-85.2932,America/New_York,Peace Communications LLC,Peace Communications LLC,AS6203 Peace Communications LLC,8f59010100e7
Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,3a631dd8e5ea
Jinrongjie,Beijing,China,,39.9175,116.362,Asia/Shanghai,CNC Group CncNet,,,acd30483cdb1
North Chungcheong,North Chungcheong,South Korea,28046,36.8197,127.6564,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,7cc180270af3
Ningbo,Zhejiang,China,,29.8779,121.552,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE,d2493d1c477d
,,,,,,,,,,f9c52849990d
Kameido,Tokyo,Japan,136-0071,35.703,139.8308,Asia/Tokyo,Internet Initiative Japan,Internet Initiative Japan Inc.,"AS131916 Tokyo Bay Network Co.,Ltd.",93526341998f
Ribeirao do Ouro,Santa Catarina,Brazil,88370,-27.2076,-49.1147,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,ff62987a0236
Prague,Prague,Czechia,120 00,50.0755,14.4378,Europe/Prague,Network of Ignum s.r.o.,Ignum s.r.o.,"AS29134 Webglobe, s.r.o.",3223503588c5
Tianjin,Tianjin,China,,39.3434,117.362,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone,d1186dc8bc5a
Caracas,Miranda,Venezuela,,10.497,-66.8427,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A.",a75726fe195a
Sao Cristovao,Rio de Janeiro,Brazil,,-22.9027,-43.2194,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A,409c95cbe3be
Atlanta,Georgia,United States,30319,33.8503,-84.3471,America/New_York,AT&T Mobility LLC,AT&T Mobility LLC,,a490b0e7af1a
Ash-Shaykh Zayid,Giza,Egypt,,30.0674,31.0262,Africa/Cairo,Etisalat Misr,,AS36992 ETISALAT MISR,e3c52fb4067e
Chiyoda,Tokyo,Japan,100-0001,35.694,139.754,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,,b070782fb6dd
,,,,,,,,,,dd0334de7f8a
,,,,,,,,,,00d5b1c9645b
Budapest,Budapest,Hungary,1013,47.5636,19.0947,Europe/Budapest,Telenor Hungary Plc,Telenor Hungary Plc.,AS213155 Yettel Hungary Ltd.,0eb95d939b77
Boumerdes,Boumerdes,Algeria,35000,36.7738,3.7056,Africa/Algiers,Algerie Telecom,,AS36947 Telecom Algeria,1ac1f6469c64
Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",506e2faa45aa
Morristown,New Jersey,United States,7962,40.7706,-74.5036,America/New_York,AT&T Services,AT&T Worldnet Services,,9eaada952b09
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,a4397bb4049d
,,,,,,,,,,fac3bb614b69
Toronto,Ontario,Canada,M5A,43.709,-79.4057,America/Toronto,ERX,,,bc569dd2e417
Huizhou,Guangdong,China,,23.1072,114.3997,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,56e8bafa96fd
Indianapolis,Indiana,United States,46285,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company,e0a6d4d47dcf
Istanbul,Istanbul,Türkiye,34134,41.0011,28.9675,Europe/Istanbul,Akamai Technologies,,AS20940 Akamai International B.V.,e6dcc2271a8b
Matsudo,Chiba,Japan,271-0091,35.7834,139.8958,Asia/Tokyo,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation,06c4ae1cf5b7
Montgomery,Alabama,United States,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS721 DoD Network Information Center,d8ebe5f85905
Temple Terrace,Florida,United States,33637,28.0608,-82.3709,America/New_York,Verizon Data Services LLC,Verizon Data Services LLC,,e27110a3f9c9
Harbin,Heilongjiang,China,150000,45.7567,126.642,Asia/Shanghai,CNC Group CHINA169 Heilongjiang Province Network,,AS4837 CHINA UNICOM China169 Backbone,f0fd49ffca6d
Seoul,Seoul,South Korea,4524,37.5794,126.9754,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd,0ddfe0ae908d
,,,,,,,,,,94fda5740d1a
Albany,New York,United States,12209,42.6406,-73.7906,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc,1e228f6873e0
New York,New York,United States,10123,40.7128,-74.006,America/New_York,MCI,Verizon Business,AS3371 MCI,f1b397674864
,,,,,,,,,,67665e10991b
Corona,California,United States,92879,33.8789,-117.5353,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",30f101b6c298
Kyoto,Kyoto,Japan,602-8051,35.0203,135.7602,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,6837d824557c
Dallas,Texas,United States,75247,32.8175,-96.8731,America/Chicago,"CoreSpace, Inc.","CoreSpace, Inc.","AS54489 CoreSpace, Inc.",687a18bd3cbe
Richardson,Texas,United States,75082,32.9918,-96.7108,America/Chicago,"AT&T Services, Inc.",PPPoX Pool - AACE5 RCSNTX,"AS7018 AT&T Services, Inc.",eea017e48a0c
St. Marys,Ontario,Canada,N4X,43.2657,-81.1655,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. MTMC,AS812 Rogers Communications Canada Inc.,1058c88cd653
Schenectady,New York,United States,12301,42.8203,-73.8682,America/New_York,Knolls Atomic Power Labratory,Knolls Atomic Power Labratory,,0233cf1325eb
Sainte-Cecile-de-Masham,Quebec,Canada,J0X,45.6513,-76.0385,America/Toronto,Cogeco Connexion inc,Cogeco Connexion inc,AS11290 Cogeco Connexion inc,1034f6ba421d
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,404c41a84870
Iztapalapa,Mexico City,Mexico,9830,19.3458,-99.088,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,2ea0105348d0
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,4c1e40caf1e6
Lagos,Lagos,Nigeria,,6.43327,3.42939,Africa/Lagos,MTN NIGERIA Communication limited,MTN Nigeria,AS29465 MTN NIGERIA Communication limited,61b9a1dd9544
Brasília,Federal District,Brazil,70640,-15.7792,-47.9341,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A,ad08e3a5a4a8
San Francisco,California,United States,94133,37.8057,-122.412,America/Los_Angeles,"AT&T Services, Inc.",Liquid Thinking,"AS7018 AT&T Services, Inc.",ac9517298b5d
Redwood City,California,United States,94065,37.5307,-122.262,America/Los_Angeles,Oracle Corporation,Oracle Corporation,,86b337648447
,,,,,,,,,,18de1a633161
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,163da39695f5
Dagenham,England,United Kingdom,RM8,51.5477,0.1115,Europe/London,EE Limited,EEMobile,AS12576 EE Limited,7e5619670c05
Shenzhen,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,23589aa766c6
Tucson,Arizona,United States,85737,32.413,-110.942,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC",3afaaa406b72
Indaiatuba,São Paulo,Brazil,13330,-23.0889,-47.2127,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,8c718fe6370e
Chiyoda,Tokyo,Japan,289-2605,35.6875,139.767,Asia/Tokyo,NTT Communications Corporation,NTT Communications Corporation,AS23779 NTT Communications Corporation,6807d578593a
Albany,New York,United States,12208,42.6552,-73.802,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc,ca90d70d0081
,,,,,,,,,,2cf599a08f62
Lusaka,Lusaka Province,Zambia,,-15.4183,28.287,Africa/Lusaka,Airtel Zambia,,AS37287 Zain Zambia PLC,ed2eda5820a2
Atlanta,Georgia,United States,30334,33.7477,-84.3892,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority,c824e56c0bed
Sanaa,Amanat Alasimah,Yemen,,15.3522,44.2095,Asia/Aden,Fiber Grid INC,Fiber Grid,AS37518 Fiber Grid INC,509861984052
Cupertino,California,United States,95014,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.,fd6b814ead0b
Cheyenne,Wyoming,United States,82001,41.13925,-104.816154,America/Denver,Microsoft Corporation,Microsoft Azure Cloud (westcentralus),AS8075 Microsoft Corporation,d5ae46a3588a
Codevigo,Veneto,Italy,35020,45.2696,12.1058,Europe/Rome,Telecom Italia Net,INTERBUSINESS,AS3269 Telecom Italia S.p.A.,6fa668fdc288
Rochester,Minnesota,United States,55901,44.0484,-92.4948,America/Chicago,Mayo Foundation Medical Education and Research,Mayo Foundation Medical Education and Research,AS7973 Mayo Foundation for Medical Education and Research,cb63ab103eda
Dublin,Ohio,United States,43017,40.0992,-83.1141,America/New_York,Amazon.com,Amazon Technologies Inc. (us-east-2),,3f8333d6dad5
São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS10429 TELEFÔNICA BRASIL S.A,7421e26c15b5
,,,,,,,,,,c5fffdadc71a
Seminole,Florida,United States,33776,27.8556,-82.8231,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",67291625edef
,,,,,,,,,,48f4965025ae
Yongin-si,Gyeonggi-do,South Korea,169,37.298,127.0777,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd,bee83233c623
Newark,New Jersey,United States,7175,40.7357,-74.1724,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business,f1e3007343e6
Martinengo,Lombardy,Italy,24057,45.5707,9.7726,Europe/Rome,INTERBUSINESS,,AS3269 Telecom Italia S.p.A.,eb5fd7452fe6
Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",78cd64208bdf
New York,New York,United States,10123,40.7128,-74.006,America/New_York,United States Postal Service.,United States Postal Service,,f20ad186beff
Taipei,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group,54777d8c38fd
Singapore,North West,Singapore,858877,1.352,103.8198,Asia/Singapore,Huawei International Pte. LTD,,AS136907 HUAWEI CLOUDS,0b3dc9632789
Istanbul,Istanbul,Türkiye,34010,41.0247,28.9252,Europe/Istanbul,Vodafone Net DSL - ERENKOY,Vodafone Telekomunikasyon A.S.,AS15897 Vodafone Telekomunikasyon A.S.,678767d41d01
Ankara,Ankara,Türkiye,6010,39.9786,32.8262,Europe/Istanbul,Dogan Iletisim,Dogan Iletisim Elektronik Servis Hizmetleri A.S.,AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.,b6ccc196faa7
Charlotte,North Carolina,United States,28273,35.1349,-80.9355,America/New_York,Flexential Colorado Corp.,Flexential Colorado Corp,AS13649 Flexential Colorado Corp.,1b46de224212
Houston,Texas,United States,77006,29.7373,-95.3972,America/Chicago,"AT&T Services, Inc.",Stratford Visitingnurse Associ,"AS7018 AT&T Services, Inc.",d55f9d4df558
Deto,Wakayama,Japan,648-0081,34.3505,135.577,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.,454ea41b91a8
Minato-ku,Tokyo,Japan,105-0012,35.6552,139.761,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,,674bd251609e
Elmhurst,Illinois,United States,60126,41.8995,-87.9403,America/Chicago,"AT&T Services, Inc.",PPPoX Pool Rback3 EMHRIL,"AS7018 AT&T Services, Inc.",efc563d6b10e
Pudong,Shanghai,China,,31.2298,121.525,Asia/Shanghai,CHINANET,Chinanet,,1c49c2615b00
Tokyo,Tokyo,Japan,150-0002,35.6895,139.692,Asia/Tokyo,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc.",f34bb4a83f0e
Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,,1c76f078acd4
Taohua,Jiangxi,China,,28.6742,115.91,Asia/Shanghai,Chinanet,Chinanet JX,AS4134 CHINANET-BACKBONE,fb7573ccc78e
Vantaa,Uusimaa,Finland,1200,60.2771,25.1209,Europe/Helsinki,Elisa Oyj,Elisa Oyj,AS719 Elisa Oyj,b8531c127319
Cyberjaya,Selangor,Malaysia,63100,2.9304,101.6627,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,2d25f752a163
Buenos Aires,Buenos Aires,Argentina,1772,-36.0,-59.9964,America/Argentina/Buenos_Aires,Universidad Nacional de Buenos Aires,Universidad Nacional de Buenos Aires,AS3449 Universidad Nacional de Buenos Aires,aaf8e73538e3
Karlsruhe,Baden-Wurttemberg,Germany,76131,49.0067,8.417,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,7fe0b8300cd0
Perth,Western Australia,Australia,6000,-31.9643,115.8595,Australia/Perth,Telstra Internet,,AS1221 Telstra Corporation Ltd,69561b71c106
Baku,Baku City,Azerbaijan,,40.3976,49.8137,Asia/Baku,AZERCELL-LTE,,AS31721 Azercell Telecom Ltd,db5a65c535ff
Taipei,Taipei City,Taiwan,,25.0504,121.5324,Asia/Taipei,Asia Pacific On-line Services Inc.,APOL,AS7482 Asia Pacific On-line Service Inc.,db078e59effa
London,England,United Kingdom,EC1N,51.5074,-0.1196,Europe/London,Amazon.com,"Amazon.com, Inc",,fbe31b3bebb7
,,,,,,,,,,079ff7dc7e8e
Muping,Sichuan,China,,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE,387ed9f05657
,,,,,,,,,,6db2d3b6120d
San Ramon,California,United States,94583,37.7583,-121.958,America/Los_Angeles,Chevron Corporation,Chevron Corporation,,3a7d4e295d83
Westland,Michigan,United States,48185,42.331,-83.3785,America/Detroit,WideOpenWest Finance LLC,Wide Open West,AS12083 WideOpenWest Finance LLC,95c1cf9d3ade
Taipei,Taipei City,Taiwan,,25.0504,121.5324,Asia/Taipei,"Far EasTone Telecommunication Co., Ltd.",FETNET,"AS9674 Far EastTone Telecommunication Co., Ltd.",dc70d0f09974
Coldwater,Michigan,United States,49036,41.929,-85.0027,America/Detroit,Charter Communications,Spectrum,AS20115 Charter Communications,3711c1cd9a4f
