MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
240,30,24030,26702129,57058571,72269929,240-30-9279,240-30-9279-87
240,86,24086,42458022,84590103,62527771,240-86-5374,240-86-5374-99
240,36,24036,37348550,22516397,22517871,240-36-3547,240-36-3547-37
240,95,24095,21135154,29296419,94213304,240-95-5506,240-95-5506-41
240,95,24095,66358979,60365788,52088657,240-95-5506,240-95-5506-41
240,96,24096,13092131,79524101,78685213,240-96-8019,240-96-8019-84
240,93,24093,35911301,43566934,33214233,240-93-2876,240-93-2876-97
240,36,24036,70317901,32447787,14531191,240-36-3547,240-36-3547-37
240,42,24042,52760310,11463110,54140102,240-42-1916,240-42-1916-39
240,98,24098,16665217,76294734,76927800,240-98-6514,240-98-6514-23
240,29,24029,55283701,96540325,12184030,240-29-3286,240-29-3286-23
240,76,24076,16420202,11395331,28620619,240-76-7912,240-76-7912-14
240,30,24030,26092896,26950183,52860106,240-30-9279,240-30-9279-87
240,29,24029,18088890,38517975,11762024,240-29-8359,240-29-8359-85
240,18,24018,63714593,35226688,19212612,240-18-9348,240-18-9348-73
240,69,24069,38463020,30215880,63274774,240-69-3045,240-69-3045-58
240,42,24042,96750938,43412730,24909280,240-42-1916,240-42-1916-39
240,12,24012,48651837,10416997,22649023,240-12-7224,240-12-7224-22
240,90,24090,73596407,88270257,10135086,240-90-7924,240-90-7924-53
240,82,24082,11820133,57328711,50417525,240-82-4598,240-82-4598-97
240,55,24055,94139980,83137443,70299910,240-55-2040,240-55-2040-59
240,5,24005,72588071,30163227,80220858,240-05-6168,240-05-6168-61
240,11,24011,57005495,48019256,77376391,240-11-5803,240-11-5803-90
240,18,24018,68494269,53282519,87600317,240-18-9348,240-18-9348-73
240,90,24090,67400784,72619624,66439314,240-90-9928,240-90-9928-63
240,86,24086,71769783,17294228,21362751,240-86-5374,240-86-5374-99
240,87,24087,75089577,93706754,36937481,240-87-9935,240-87-9935-21
240,4,24004,68939010,98336648,92833614,240-04-4257,240-04-4257-93
240,4,24004,67020114,29886575,13754158,240-04-4257,240-04-4257-93
240,11,24011,78859755,18424279,33420574,240-11-5803,240-11-5803-90
240,52,24052,92876094,64193609,19069088,240-52-6930,240-52-6930-38
240,29,24029,33362909,53105260,24450015,240-29-3286,240-29-3286-23
240,20,24020,58259460,64764506,86275267,240-20-3621,240-20-3621-97
240,35,24035,50027348,23544314,25827960,240-35-2084,240-35-2084-37
240,82,24082,83275043,24881319,88218402,240-82-4598,240-82-4598-97
240,60,24060,20817074,84011044,74259620,240-60-7216,240-60-7216-44
240,90,24090,26809078,67675860,67288633,240-90-9928,240-90-9928-63
240,73,24073,17604050,27007519,68861974,240-73-6155,240-73-6155-37
240,90,24090,97730595,42776746,80711829,240-90-7924,240-90-7924-53
240,69,24069,25332850,12857448,76962229,240-69-3045,240-69-3045-58
240,29,24029,82685498,56681534,13488600,240-29-3286,240-29-3286-23
240,34,24034,27699655,12037883,47674933,240-34-3287,240-34-3287-41
240,12,24012,69043624,11190605,72604450,240-12-1771,240-12-1771-24
240,29,24029,41228768,25360757,97859036,240-29-3286,240-29-3286-23
240,29,24029,41806744,37386042,53726665,240-29-3286,240-29-3286-23
240,84,24084,91743716,38384317,52024344,240-84-9179,240-84-9179-60
240,42,24042,69192355,52538880,46129093,240-42-1916,240-42-1916-39
240,36,24036,40838308,86415823,26814965,240-36-3547,240-36-3547-37
240,35,24035,84434303,73063577,23555369,240-35-2084,240-35-2084-37
240,90,24090,57641606,70249712,64878236,240-90-9928,240-90-9928-63
240,96,24096,76208728,55783977,16481098,240-96-8019,240-96-8019-84
240,84,24084,46755323,75315141,68910408,240-84-9179,240-84-9179-60
240,12,24012,86660490,67244204,69703357,240-12-7224,240-12-7224-22
240,5,24005,52253072,15148168,68166960,240-05-6168,240-05-6168-61
240,30,24030,68293280,19027654,75859451,240-30-9279,240-30-9279-87
240,73,24073,22956471,39384358,25081699,240-73-6155,240-73-6155-37
240,93,24093,18160875,85464898,53378098,240-93-2876,240-93-2876-97
240,34,24034,27342988,91196518,82446342,240-34-1711,240-34-1711-68
240,95,24095,11830849,14841900,12688162,240-95-5506,240-95-5506-41
240,93,24093,11978608,82705468,91184526,240-93-2876,240-93-2876-97
240,29,24029,47387408,74874074,48174606,240-29-8359,240-29-8359-85
240,20,24020,22802899,85280767,32717117,240-20-3621,240-20-3621-97
240,98,24098,38081593,85485324,75595812,240-98-6514,240-98-6514-23
240,35,24035,32913930,94042431,80409156,240-35-2084,240-35-2084-37
240,82,24082,73365536,72126724,38268552,240-82-4598,240-82-4598-97
240,85,24085,18961986,57036977,95408582,240-85-4733,240-85-4733-47
240,73,24073,23733443,27005934,80104308,240-73-6155,240-73-6155-37
240,83,24083,69014061,67096991,99233613,240-83-8517,240-83-8517-28
240,60,24060,43626780,26138312,84880752,240-60-7216,240-60-7216-44
240,88,24088,59508547,44059134,77483781,240-88-2169,240-88-2169-87
240,82,24082,30561048,33744145,27669523,240-82-2824,240-82-2824-13
240,4,24004,29798986,45787268,21270088,240-04-2535,240-04-2535-37
240,90,24090,34918714,52614301,89342612,240-90-7924,240-90-7924-53
240,96,24096,33771581,49585149,44809916,240-96-8019,240-96-8019-84
240,20,24020,46097873,22181265,78890262,240-20-3621,240-20-3621-97
240,69,24069,73819982,54924348,55187329,240-69-5371,240-69-5371-92
240,52,24052,15386018,41447622,78043121,240-52-6930,240-52-6930-38
240,30,24030,32191838,71819038,10113173,240-30-9279,240-30-9279-87
240,18,24018,99716075,60505000,72207767,240-18-9348,240-18-9348-73
240,55,24055,77304275,10213612,91948851,240-55-2040,240-55-2040-59
240,34,24034,63447665,79437349,24284867,240-34-3287,240-34-3287-41
240,94,24094,73558440,54971462,81809727,240-94-5010,240-94-5010-30
240,49,24049,90440472,59566126,43866730,240-49-5554,240-49-5554-68
240,88,24088,26918765,29413831,94949087,240-88-2169,240-88-2169-87
240,82,24082,34686713,44474897,97630141,240-82-4598,240-82-4598-97
240,33,24033,48240309,46598410,10677940,240-33-1188,240-33-1188-97
240,86,24086,62215999,73834338,84847472,240-86-5374,240-86-5374-99
240,82,24082,49167825,52323961,70599194,240-82-2824,240-82-2824-13
240,12,24012,38360899,24848878,86604099,240-12-1771,240-12-1771-24
240,11,24011,33840642,63694387,48709441,240-11-5803,240-11-5803-90
240,82,24082,43546480,32341731,86410977,240-82-2824,240-82-2824-13
240,96,24096,42889647,90966708,69546123,240-96-8019,240-96-8019-84
240,46,24046,74532898,18024377,49320837,240-46-6635,240-46-6635-87
240,48,24048,75978338,42846895,44896549,240-48-6820,240-48-6820-36
240,85,24085,49578072,30728758,27254103,240-85-4733,240-85-4733-47
240,29,24029,80241159,60246095,60731447,240-29-8359,240-29-8359-85
240,82,24082,37183114,58796241,99153332,240-82-4598,240-82-4598-97
240,29,24029,45670151,84084918,47242273,240-29-3286,240-29-3286-23
240,4,24004,23405117,82795512,89104690,240-04-2535,240-04-2535-37
240,98,24098,96607967,50216633,45460310,240-98-6514,240-98-6514-23
240,35,24035,35983948,24591037,41112045,240-35-2084,240-35-2084-37
240,98,24098,46155999,40698761,45279856,240-98-6514,240-98-6514-23
240,60,24060,98859467,44350253,49566968,240-60-7216,240-60-7216-44
240,49,24049,47600104,91430545,88666938,240-49-5554,240-49-5554-68
240,82,24082,54002223,86870944,83361416,240-82-6977,240-82-6977-30
240,93,24093,96200025,65133817,67355386,240-93-2876,240-93-2876-97
240,48,24048,78920851,21774955,87030941,240-48-6820,240-48-6820-36
240,94,24094,40229850,53269689,67331055,240-94-5010,240-94-5010-30
240,29,24029,53951077,52323714,40884016,240-29-8359,240-29-8359-85
240,18,24018,89217610,26730148,22462359,240-18-9348,240-18-9348-73
240,90,24090,66373318,63728476,23430634,240-90-7924,240-90-7924-53
240,11,24011,90021211,38162314,98711501,240-11-4814,240-11-4814-22
240,11,24011,54504189,13824787,73149753,240-11-5803,240-11-5803-90
240,29,24029,51799545,73920316,73013475,240-29-3286,240-29-3286-23
240,34,24034,34780183,98499057,50414051,240-34-1711,240-34-1711-68
240,85,24085,86784181,74528712,74940557,240-85-4733,240-85-4733-47
240,11,24011,18471523,59046143,67245809,240-11-4814,240-11-4814-22
240,52,24052,36665991,57504552,80541440,240-52-6930,240-52-6930-38
240,34,24034,49795077,62314365,80027906,240-34-3287,240-34-3287-41
240,86,24086,89378566,35953856,43362943,240-86-5374,240-86-5374-99
240,11,24011,82646617,91877605,70984164,240-11-4814,240-11-4814-22
240,29,24029,95638951,24118375,47608285,240-29-8359,240-29-8359-85
240,49,24049,79654542,99597988,61349988,240-49-8668,240-49-8668-77
240,29,24029,34258202,13240609,94627132,240-29-3286,240-29-3286-23
240,85,24085,21927856,54796947,57218427,240-85-4733,240-85-4733-47
240,96,24096,88094160,51678306,77930179,240-96-9830,240-96-9830-43
240,20,24020,21034254,53464571,40175481,240-20-3621,240-20-3621-97
240,82,24082,35801896,65341132,34972287,240-82-3803,240-82-3803-78
240,5,24005,52075215,24067040,91079800,240-05-6168,240-05-6168-61
240,12,24012,18779551,47056223,86471037,240-12-7224,240-12-7224-22
240,34,24034,26063631,19531256,92389614,240-34-1711,240-34-1711-68
240,76,24076,57668359,33811694,67762060,240-76-7912,240-76-7912-14
240,34,24034,10625592,53870361,61640743,240-34-1711,240-34-1711-68
240,80,24080,93494515,15204195,82154087,240-80-6925,240-80-6925-83
240,4,24004,28975887,42138616,75869786,240-04-4257,240-04-4257-93
240,36,24036,64255917,68403344,60609069,240-36-3547,240-36-3547-37
240,4,24004,13753144,16336089,50660713,240-04-2535,240-04-2535-37
240,82,24082,61202550,37652856,25613685,240-82-6977,240-82-6977-30
240,11,24011,47324162,35433791,75527308,240-11-5803,240-11-5803-90
240,34,24034,24561556,26025691,63003418,240-34-1711,240-34-1711-68
240,36,24036,15509893,98969812,77594636,240-36-3547,240-36-3547-37
240,69,24069,13397006,69127002,19312412,240-69-5371,240-69-5371-92
240,46,24046,10459152,85525880,17840669,240-46-6635,240-46-6635-87
240,82,24082,58336521,40043274,29382033,240-82-6977,240-82-6977-30
240,11,24011,72212219,58796232,55338927,240-11-5803,240-11-5803-90
240,25,24025,65313521,16829764,36764323,240-25-2139,240-25-2139-15
240,98,24098,75321753,52441605,91920869,240-98-6514,240-98-6514-23
240,93,24093,33517361,48888385,50700248,240-93-2876,240-93-2876-97
240,30,24030,32878479,12678196,88675126,240-30-9279,240-30-9279-87
240,20,24020,57608618,90908131,76404207,240-20-3621,240-20-3621-97
240,95,24095,54683613,83990759,14210921,240-95-5506,240-95-5506-41
240,90,24090,47801233,45792181,21181158,240-90-9928,240-90-9928-63
240,82,24082,94691777,54412731,99246477,240-82-3803,240-82-3803-78
240,30,24030,48663227,89431668,18223029,240-30-9279,240-30-9279-87
240,82,24082,39294123,67246989,43681911,240-82-3803,240-82-3803-78
240,11,24011,52824042,70503600,58065049,240-11-4814,240-11-4814-22
240,33,24033,13285625,28714249,52509908,240-33-1188,240-33-1188-97
240,82,24082,40566650,35494128,75301591,240-82-6977,240-82-6977-30
240,34,24034,93011005,67579060,92091154,240-34-3287,240-34-3287-41
240,4,24004,54434217,36088942,27063481,240-04-4257,240-04-4257-93
240,25,24025,62288069,35928411,47072327,240-25-2139,240-25-2139-15
240,55,24055,18128621,36164817,80263274,240-55-2040,240-55-2040-59
240,42,24042,24461271,46715535,71195665,240-42-1916,240-42-1916-39
240,69,24069,92286480,14635073,96385345,240-69-3045,240-69-3045-58
240,11,24011,63762236,83163611,18341692,240-11-5803,240-11-5803-90
240,5,24005,52877063,53345649,62012760,240-05-6168,240-05-6168-61
240,93,24093,38558624,30435434,81971570,240-93-2876,240-93-2876-97
240,82,24082,34807736,25125464,15591522,240-82-2824,240-82-2824-13
240,82,24082,53937353,71456194,62446166,240-82-6977,240-82-6977-30
240,34,24034,38898236,96674066,35606788,240-34-3287,240-34-3287-41
240,88,24088,46247757,13027810,85595538,240-88-2169,240-88-2169-87
240,60,24060,41516805,70128082,10261534,240-60-7216,240-60-7216-44
240,52,24052,87874708,63925890,59943747,240-52-6930,240-52-6930-38
240,94,24094,94919213,31398059,86999716,240-94-5010,240-94-5010-30
240,90,24090,39403268,87446237,57128455,240-90-9928,240-90-9928-63
240,33,24033,26250483,37794800,34926126,240-33-1188,240-33-1188-97
240,69,24069,77108172,52900260,57177123,240-69-5371,240-69-5371-92
240,95,24095,42397292,91014992,72985628,240-95-5506,240-95-5506-41
240,29,24029,25793207,79355175,75914192,240-29-3286,240-29-3286-23
240,90,24090,76216456,40699959,69682115,240-90-7924,240-90-7924-53
240,20,24020,18747686,21709551,45269140,240-20-3621,240-20-3621-97
240,18,24018,15335928,41171838,37172012,240-18-9348,240-18-9348-73
240,29,24029,23293865,33141548,62057357,240-29-8359,240-29-8359-85
240,73,24073,60154780,62449097,70374937,240-73-6155,240-73-6155-37
240,34,24034,47692831,72345086,97263918,240-34-3287,240-34-3287-41
240,85,24085,94439241,45998754,46406719,240-85-4733,240-85-4733-47
240,11,24011,82850150,84209410,53103015,240-11-5803,240-11-5803-90
240,98,24098,43894767,26700614,60541298,240-98-6514,240-98-6514-23
240,73,24073,28753889,34307465,26497586,240-73-6155,240-73-6155-37
240,49,24049,92988418,91022047,86586930,240-49-5554,240-49-5554-68
240,93,24093,64546380,39658559,42483979,240-93-2876,240-93-2876-97
240,94,24094,13090576,82647307,46470084,240-94-5010,240-94-5010-30
240,98,24098,46794685,43388761,49014249,240-98-6514,240-98-6514-23
240,12,24012,59203514,44877696,74227310,240-12-7224,240-12-7224-22
240,36,24036,29009798,68504671,47381443,240-36-1106,240-36-1106-30
240,90,24090,33988814,81666002,26661423,240-90-7924,240-90-7924-53
240,69,24069,91734449,59283521,87022789,240-69-5371,240-69-5371-92
240,69,24069,91271137,87506963,64384837,240-69-3045,240-69-3045-58
240,93,24093,38933373,68456858,95691801,240-93-2876,240-93-2876-97
240,93,24093,49650344,60202214,17129557,240-93-2876,240-93-2876-97
240,11,24011,13312964,78384832,39352584,240-11-4814,240-11-4814-22
240,96,24096,19031400,30579604,60724233,240-96-8019,240-96-8019-84
240,85,24085,44245368,38268399,10076098,240-85-4733,240-85-4733-47
240,76,24076,79799698,47441996,89705240,240-76-7912,240-76-7912-14
240,69,24069,77893186,58720083,65384277,240-69-5371,240-69-5371-92
240,33,24033,75299603,76016435,63196481,240-33-1188,240-33-1188-97
240,83,24083,16893126,10280147,73244486,240-83-8517,240-83-8517-28
240,90,24090,49114862,92602298,80610268,240-90-7924,240-90-7924-53
240,76,24076,66098929,41557954,51517045,240-76-7912,240-76-7912-14
240,18,24018,26457576,96477961,99693592,240-18-9348,240-18-9348-73
240,18,24018,98369598,52250180,86043568,240-18-9348,240-18-9348-73
240,20,24020,55255509,10367395,24038805,240-20-3621,240-20-3621-97
240,60,24060,12404497,64671752,89097226,240-60-7216,240-60-7216-44
240,96,24096,42075348,63281778,10302045,240-96-8019,240-96-8019-84
240,88,24088,11907415,67646579,20694051,240-88-2169,240-88-2169-87
240,85,24085,42152047,18855990,46245645,240-85-4733,240-85-4733-47
240,90,24090,31782481,29570681,55916044,240-90-7924,240-90-7924-53
240,36,24036,96238565,59509001,36724504,240-36-1106,240-36-1106-30
240,29,24029,84035112,55728427,26072981,240-29-3286,240-29-3286-23
240,96,24096,64609285,13051069,13509495,240-96-9830,240-96-9830-43
240,11,24011,82652905,20692205,83677009,240-11-5803,240-11-5803-90
240,84,24084,24346658,45471363,31314707,240-84-9179,240-84-9179-60
240,83,24083,67676460,38320949,92310089,240-83-8517,240-83-8517-28
240,18,24018,27205509,87392091,34744102,240-18-9348,240-18-9348-73
240,52,24052,29728335,96968167,26541550,240-52-6930,240-52-6930-38
240,49,24049,71572062,80367938,48798708,240-49-5554,240-49-5554-68
240,98,24098,39603821,68804717,27916286,240-98-6514,240-98-6514-23
240,95,24095,99717427,84619451,92355208,240-95-5506,240-95-5506-41
240,84,24084,85861963,85701752,57900630,240-84-9179,240-84-9179-60
240,30,24030,37509178,72690802,65346005,240-30-9279,240-30-9279-87
240,35,24035,22550720,43596935,90305616,240-35-2084,240-35-2084-37
240,35,24035,13610372,23087728,94182224,240-35-2084,240-35-2084-37
240,84,24084,30660064,18491684,31349862,240-84-9179,240-84-9179-60
240,60,24060,54298465,70808034,31125488,240-60-7216,240-60-7216-44
240,34,24034,40834888,81610914,25188734,240-34-3287,240-34-3287-41
240,73,24073,45049643,54570467,83673108,240-73-6155,240-73-6155-37
240,90,24090,99238969,13249036,14073160,240-90-9928,240-90-9928-63
240,4,24004,83252711,29856655,90577383,240-04-2535,240-04-2535-37
240,18,24018,98857117,45069118,42965597,240-18-9348,240-18-9348-73
240,82,24082,60375339,15620119,84161109,240-82-6977,240-82-6977-30
240,55,24055,80944243,26678492,84597332,240-55-2040,240-55-2040-59
240,5,24005,86694751,96595409,99858121,240-05-6168,240-05-6168-61
240,18,24018,15679986,35043563,64127215,240-18-9348,240-18-9348-73
240,12,24012,79625031,33951774,46968017,240-12-7224,240-12-7224-22
240,85,24085,22693626,90511200,71034694,240-85-4733,240-85-4733-47
240,5,24005,62256420,22791995,71970086,240-05-6168,240-05-6168-61
240,42,24042,48070748,90003444,26065988,240-42-1916,240-42-1916-39
240,49,24049,74068414,56030008,13540146,240-49-8668,240-49-8668-77
240,83,24083,64659891,15751690,59235889,240-83-8517,240-83-8517-28
240,96,24096,61846177,30668431,71153456,240-96-8019,240-96-8019-84
240,76,24076,48976938,15414590,25546247,240-76-7912,240-76-7912-14
240,46,24046,91293269,16374169,78102004,240-46-6635,240-46-6635-87
240,49,24049,22033247,80090164,49667716,240-49-5554,240-49-5554-68
240,29,24029,64252439,85687408,85141628,240-29-8359,240-29-8359-85
240,87,24087,28592250,98215833,85316719,240-87-9935,240-87-9935-21
240,93,24093,60774044,56267189,64616541,240-93-2876,240-93-2876-97
240,96,24096,94025838,15444149,13953262,240-96-8019,240-96-8019-84
240,36,24036,17514347,92150325,97011366,240-36-1106,240-36-1106-30
240,69,24069,90374368,47782418,62443962,240-69-3045,240-69-3045-58
240,36,24036,45272295,19013806,36208498,240-36-1106,240-36-1106-30
240,36,24036,25115604,39376377,66626400,240-36-3547,240-36-3547-37
240,46,24046,63094995,49462227,78487095,240-46-6635,240-46-6635-87
240,29,24029,89053312,81973450,34480241,240-29-3286,240-29-3286-23
240,30,24030,86829631,70350097,13076093,240-30-9279,240-30-9279-87
240,82,24082,54008731,31369764,21568108,240-82-4598,240-82-4598-97
240,48,24048,46039806,41570584,67708398,240-48-6820,240-48-6820-36
240,96,24096,84294997,94492211,18860687,240-96-9830,240-96-9830-43
240,52,24052,61062905,20467889,92412935,240-52-6930,240-52-6930-38
240,76,24076,63498334,96375746,34996331,240-76-7912,240-76-7912-14
240,12,24012,62770835,71832203,89670961,240-12-1771,240-12-1771-24
240,48,24048,55350551,74867809,33877142,240-48-6820,240-48-6820-36
240,85,24085,84985418,53537057,12098146,240-85-4733,240-85-4733-47
240,96,24096,15058739,21544089,58885275,240-96-9830,240-96-9830-43
240,98,24098,12155101,93318446,45668954,240-98-6514,240-98-6514-23
240,29,24029,80703629,84867294,56750216,240-29-8359,240-29-8359-85
