Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
191,Lemont,Illinois,United States,60439,41.7183,-87.9789,America/Chicago,Argonne National Laboratory,Argonne National Laboratory,AS683 Argonne National Laboratory
192,Seattle,Washington,United States,98194,47.597,-122.328,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
193,Thornton,São Paulo,Greece,7057,40.8543,-74.1056,America/New_York,Static IP Services,Darlingt ON Swim,AS6128 Cablevision Systems Corp.
194,New York,New York,United States,10123,40.7128,-74.006,America/New_York,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
195,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
196,Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
197,Beijing,Kuala Lumpur,Japan,610-0111,34.848,135.7921,Asia/Tokyo,"Kintetsu Cable Network Co., Ltd.","Kintetsu Cable Network, Ltd","AS18081 Kintetsu Cable Network Co., Ltd."
198,High Wycombe,England,United Kingdom,HP15,51.657,-0.7185,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
199,Méchouar de Casablanca,California,United States,100-8111,35.6906,139.77,Asia/Tokyo,D-cruise,Toyota Systems Corporation,AS7687 TOYOTA DIGITAL CRUISE.INCORPORATED
200,Berkeley,California,United States,94704,37.8706,-122.271,America/Los_Angeles,BARRA,BARRA,
201,Lilancun,Guangxi,China,,23.7248,108.808,Asia/Shanghai,Chinanet,Chinanet GX,AS4134 CHINANET-BACKBONE
202,Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.
203,Seattle,Washington,United States,98111,47.6062,-122.332,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.
204,Cambridge,Quebec,United States,65109,38.5669,-92.2543,America/Chicago,University of Missouri - dba the Missouri Research and Education Network,Lincoln University,AS2572 University of Missouri - dba the Missouri Research and Education Network (MOREnet)
205,Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
206,Beijing,Central Singapore,Malaysia,1120,19.4,-99.2072,America/Mexico_City,UNINET,Gestión de direccionamiento UniNet,AS8151 UNINET
207,Melbourne,Victoria,Australia,3001,-37.8136,144.963,Australia/Melbourne,Uniware Managed Services Pty Ltd,Uniware Managed Services Pty Ltd,AS45601 Uniware Managed Services Pty Ltd
208,Amsterdam,Ohio,Israel,37403,35.0375,-85.2932,America/New_York,Peace Communications LLC,Peace Communications LLC,AS6203 Peace Communications LLC
209,Coulsdon,Illinois,Egypt,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
210,Canberra,Ohio,United States,,39.9175,116.362,Asia/Shanghai,CNC Group CncNet,,
211,Coldwater,Tokyo,United States,28046,36.8197,127.6564,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
212,Kaloum,Shanghai,Australia,,29.8779,121.552,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
213,Wilson,Ohio,United States,136-0071,35.703,139.8308,Asia/Tokyo,Internet Initiative Japan,Internet Initiative Japan Inc.,"AS131916 Tokyo Bay Network Co.,Ltd."
214,Ribeirao do Ouro,Santa Catarina,Brazil,88370,-27.2076,-49.1147,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
215,Prague,Prague,Czechia,120 00,50.0755,14.4378,Europe/Prague,Network of Ignum s.r.o.,Ignum s.r.o.,"AS29134 Webglobe, s.r.o."
216,Tianjin,Tianjin,China,,39.3434,117.362,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
217,Caracas,Miranda,Venezuela,,10.497,-66.8427,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A."
218,Sao Cristovao,Rio de Janeiro,Brazil,,-22.9027,-43.2194,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
219,Sydney,Veneto,United States,30319,33.8503,-84.3471,America/New_York,AT&T Mobility LLC,AT&T Mobility LLC,
220,Whitehall,Ulsan,United States,,30.0674,31.0262,Africa/Cairo,Etisalat Misr,,AS36992 ETISALAT MISR
221,San Francisco,Massachusetts,United States,100-0001,35.694,139.754,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,
222,Chiyoda,Gyeonggi-do,Mexico,1013,47.5636,19.0947,Europe/Budapest,Telenor Hungary Plc,Telenor Hungary Plc.,AS213155 Yettel Hungary Ltd.
223,Boumerdes,Boumerdes,Algeria,35000,36.7738,3.7056,Africa/Algiers,Algerie Telecom,,AS36947 Telecom Algeria
224,Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
225,Morristown,New Jersey,United States,7962,40.7706,-74.5036,America/New_York,AT&T Services,AT&T Worldnet Services,
226,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
227,Chiyoda,Central Singapore,United States,M5A,43.709,-79.4057,America/Toronto,ERX,,
228,Huizhou,Guangdong,China,,23.1072,114.3997,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
229,Indianapolis,Indiana,United States,46285,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
230,Vila Nova de Gaia,Tokyo,United States,34134,41.0011,28.9675,Europe/Istanbul,Akamai Technologies,,AS20940 Akamai International B.V.
231,Indianapolis,Ohio,United States,271-0091,35.7834,139.8958,Asia/Tokyo,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation
232,Xiaolou,Virginia,Egypt,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS721 DoD Network Information Center
233,Temple Terrace,Florida,United States,33637,28.0608,-82.3709,America/New_York,Verizon Data Services LLC,Verizon Data Services LLC,
234,Chiang Mai,Viken,China,150000,45.7567,126.642,Asia/Shanghai,CNC Group CHINA169 Heilongjiang Province Network,,AS4837 CHINA UNICOM China169 Backbone
235,Seoul,Seoul,South Korea,4524,37.5794,126.9754,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
236,Albany,New York,United States,12209,42.6406,-73.7906,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
237,New York,New York,United States,10123,40.7128,-74.006,America/New_York,MCI,Verizon Business,AS3371 MCI
238,Lagos,Arizona,United States,92879,33.8789,-117.5353,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
239,Kyoto,Kyoto,Japan,602-8051,35.0203,135.7602,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
240,Oslo,Ohio,United States,75247,32.8175,-96.8731,America/Chicago,"CoreSpace, Inc.","CoreSpace, Inc.","AS54489 CoreSpace, Inc."
241,Palo Alto,Maryland,China,75082,32.9918,-96.7108,America/Chicago,"AT&T Services, Inc.",PPPoX Pool - AACE5 RCSNTX,"AS7018 AT&T Services, Inc."
242,St. Marys,Ontario,Canada,N4X,43.2657,-81.1655,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. MTMC,AS812 Rogers Communications Canada Inc.
243,Schenectady,New York,United States,12301,42.8203,-73.8682,America/New_York,Knolls Atomic Power Labratory,Knolls Atomic Power Labratory,
244,Sainte-Cecile-de-Masham,Quebec,Canada,J0X,45.6513,-76.0385,America/Toronto,Cogeco Connexion inc,Cogeco Connexion inc,AS11290 Cogeco Connexion inc
245,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
246,Iztapalapa,Mexico City,Mexico,9830,19.3458,-99.088,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
247,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
248,Vila Real do Moinho Velho,Western Australia,Bulgaria,,6.43327,3.42939,Africa/Lagos,MTN NIGERIA Communication limited,MTN Nigeria,AS29465 MTN NIGERIA Communication limited
249,Brasília,Federal District,Brazil,70640,-15.7792,-47.9341,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
250,San Francisco,California,United States,94133,37.8057,-122.412,America/Los_Angeles,"AT&T Services, Inc.",Liquid Thinking,"AS7018 AT&T Services, Inc."
251,Redwood City,California,United States,94065,37.5307,-122.262,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
252,Sekupang,New South Wales,Morocco,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
253,Melbourne,Tokyo,United States,RM8,51.5477,0.1115,Europe/London,EE Limited,EEMobile,AS12576 EE Limited
254,Shenzhen,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
255,Seattle,Michigan,France,85737,32.413,-110.942,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
256,Indaiatuba,São Paulo,Brazil,13330,-23.0889,-47.2127,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
257,Beijing,Guangdong,United States,289-2605,35.6875,139.767,Asia/Tokyo,NTT Communications Corporation,NTT Communications Corporation,AS23779 NTT Communications Corporation
258,Albany,New York,United States,12208,42.6552,-73.802,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
259,Lusaka,Lusaka Province,Zambia,,-15.4183,28.287,Africa/Lusaka,Airtel Zambia,,AS37287 Zain Zambia PLC
260,Ningbo,Victoria,Brazil,30334,33.7477,-84.3892,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
261,Sanaa,Amanat Alasimah,Yemen,,15.3522,44.2095,Asia/Aden,Fiber Grid INC,Fiber Grid,AS37518 Fiber Grid INC
262,Cupertino,California,United States,95014,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
263,Cheyenne,Wyoming,United States,82001,41.13925,-104.816154,America/Denver,Microsoft Corporation,Microsoft Azure Cloud (westcentralus),AS8075 Microsoft Corporation
264,Codevigo,Veneto,Italy,35020,45.2696,12.1058,Europe/Rome,Telecom Italia Net,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
265,Rochester,Minnesota,United States,55901,44.0484,-92.4948,America/Chicago,Mayo Foundation Medical Education and Research,Mayo Foundation Medical Education and Research,AS7973 Mayo Foundation for Medical Education and Research
266,Dublin,Ohio,United States,43017,40.0992,-83.1141,America/New_York,Amazon.com,Amazon Technologies Inc. (us-east-2),
267,São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS10429 TELEFÔNICA BRASIL S.A
268,Seminole,Florida,United States,33776,27.8556,-82.8231,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
269,Yongin-si,Gyeonggi-do,South Korea,169,37.298,127.0777,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
270,Newark,New Jersey,United States,7175,40.7357,-74.1724,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
271,Delhi,São Paulo,United States,24057,45.5707,9.7726,Europe/Rome,INTERBUSINESS,,AS3269 Telecom Italia S.p.A.
272,Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
273,New York,New York,United States,10123,40.7128,-74.006,America/New_York,United States Postal Service.,United States Postal Service,
274,Taipei,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
275,Singapore,North West,Singapore,858877,1.352,103.8198,Asia/Singapore,Huawei International Pte. LTD,,AS136907 HUAWEI CLOUDS
276,Durham,Sofia-Capital,China,34010,41.0247,28.9252,Europe/Istanbul,Vodafone Net DSL - ERENKOY,Vodafone Telekomunikasyon A.S.,AS15897 Vodafone Telekomunikasyon A.S.
277,Ankara,Ankara,Türkiye,6010,39.9786,32.8262,Europe/Istanbul,Dogan Iletisim,Dogan Iletisim Elektronik Servis Hizmetleri A.S.,AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.
278,Ash-Shaykh Zayid,Virginia,United States,28273,35.1349,-80.9355,America/New_York,Flexential Colorado Corp.,Flexential Colorado Corp,AS13649 Flexential Colorado Corp.
279,Houston,Texas,United States,77006,29.7373,-95.3972,America/Chicago,"AT&T Services, Inc.",Stratford Visitingnurse Associ,"AS7018 AT&T Services, Inc."
280,Orlando,Tokyo,United States,648-0081,34.3505,135.577,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
281,Minato-ku,Tokyo,Japan,105-0012,35.6552,139.761,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,
282,Seongnam-si,Gyeonggi-do,China,60126,41.8995,-87.9403,America/Chicago,"AT&T Services, Inc.",PPPoX Pool Rback3 EMHRIL,"AS7018 AT&T Services, Inc."
283,Budapest,Gyeonggi-do,United States,,31.2298,121.525,Asia/Shanghai,CHINANET,Chinanet,
284,Huntsville,Ontario,Japan,150-0002,35.6895,139.692,Asia/Tokyo,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc."
285,Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
286,Taohua,Jiangxi,China,,28.6742,115.91,Asia/Shanghai,Chinanet,Chinanet JX,AS4134 CHINANET-BACKBONE
287,Council Bluffs,England,Iran,1200,60.2771,25.1209,Europe/Helsinki,Elisa Oyj,Elisa Oyj,AS719 Elisa Oyj
288,Cyberjaya,Selangor,Malaysia,63100,2.9304,101.6627,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
289,Buenos Aires,Buenos Aires,Argentina,1772,-36.0,-59.9964,America/Argentina/Buenos_Aires,Universidad Nacional de Buenos Aires,Universidad Nacional de Buenos Aires,AS3449 Universidad Nacional de Buenos Aires
290,Shanghai,Riau Islands,United States,76131,49.0067,8.417,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
291,Broadmeadows,Michigan,Germany,6000,-31.9643,115.8595,Australia/Perth,Telstra Internet,,AS1221 Telstra Corporation Ltd
292,Beijing,Tehran,United States,,40.3976,49.8137,Asia/Baku,AZERCELL-LTE,,AS31721 Azercell Telecom Ltd
293,Taipei,Taipei City,Taiwan,,25.0504,121.5324,Asia/Taipei,Asia Pacific On-line Services Inc.,APOL,AS7482 Asia Pacific On-line Service Inc.
294,London,England,United Kingdom,EC1N,51.5074,-0.1196,Europe/London,Amazon.com,"Amazon.com, Inc",
295,Jakarta,Attica,Mexico,,30.2638,102.805,Asia/Shanghai,Chinanet,net SC,AS4134 CHINANET-BACKBONE
296,San Ramon,California,United States,94583,37.7583,-121.958,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
297,Hoogeveen,Washington,Malaysia,48185,42.331,-83.3785,America/Detroit,WideOpenWest Finance LLC,Wide Open West,AS12083 WideOpenWest Finance LLC
298,Magna,Louisiana,United States,,25.0504,121.5324,Asia/Taipei,"Far EasTone Telecommunication Co., Ltd.",FETNET,"AS9674 Far EastTone Telecommunication Co., Ltd."
299,Frankfurt am Main,Rio de Janeiro,Brazil,49036,41.929,-85.0027,America/Detroit,Charter Communications,Spectrum,AS20115 Charter Communications
300,Peterborough,Victoria,Japan,,50.4554,30.4388,Europe/Kiev,CJSC Ukrainian Mobile Comminications,CJSC Ukrainian Mobile Comminications,
301,Lawrence,Kansas,United States,66044,38.9715,-95.2373,America/Chicago,Kansas Research and Education Network,Kansas Research and Education Network,AS2495 Kansas Research and Education Network
302,Durham,North Carolina,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,
303,Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
304,LaSalle,Prague,Germany,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet II,SURFnet bv,
305,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
306,Melbourne,Dakahlia,United States,354054,43.5991,39.7233,Europe/Moscow,Dmitriy V. Kozmenko,Dmitriy V. Kozmenko,AS47586 Business Svyaz
307,London,Utrecht,United States,M4S,43.7012,-79.3877,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. BAWK,AS812 Rogers Communications Canada Inc.
308,Stockholm,Zhejiang,United States,2601,-35.2781,149.128,Australia/Sydney,DOIISRATE,,AS17477 Macquarie Telecom
309,Cambridge,New Jersey,Canada,10400,13.7683,100.54,Asia/Bangkok,Advanced Wireless Network Company Limited,Advanced Wireless Network Company Limited,AS131445 Advance Wireless Network
310,Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,JPNIC,,
311,Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
312,Durham,North Carolina,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,
313,Denver,Colorado,United States,80294,39.7523,-104.984,America/Denver,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
314,Huechuraba,Santiago Metropolitan,Chile,8580000,-33.3829,-70.6214,America/Santiago,Claro Chile S.A,Claro Chile S.A,
315,Houston,Texas,United States,77002,29.7646,-95.3657,America/Chicago,"AT&T Services, Inc.",AT&T IP Team,"AS7018 AT&T Services, Inc."
316,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,"IDC, China Telecommunications Corporation","ChinaTelecom Group Beijing Ltd, Co","AS23724 IDC, China Telecommunications Corporation"
317,Whitehall,Beijing,India,106-0031,35.6608,139.7448,Asia/Tokyo,Kddi Corporation,Kddi Corporation,AS2516 KDDI CORPORATION
318,Ōita,Oita,Japan,870-0831,33.2251,131.6078,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Oita University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
319,Winnipeg,Manitoba,Canada,R2M,49.8289,-97.1046,America/Winnipeg,Winnipeg Internet Exchange,True North NET,AS393523 Winnipeg Internet Exchange
320,Belgrade,Central Serbia,Serbia,,44.7955,20.4413,Europe/Belgrade,BeotelNet-ISP d.o.o,BeotelNet-ISP d.o.o,AS6700 BeotelNet-ISP d.o.o
321,Hounslow,England,United Kingdom,TW14,51.4536,-0.4233,Europe/London,Virgin Media,,AS5089 Virgin Media Limited
322,Tokyo,North Chungcheong,Hong Kong,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
323,Rio de Janeiro,Rio de Janeiro,Brazil,20000-000,-22.9068,-43.1729,America/Sao_Paulo,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),"AS16509 Amazon.com, Inc."
324,São Paulo,São Paulo,Brazil,01000-000,-23.5558,-46.6396,America/Sao_Paulo,Claro S.A.,Claro S.A,AS4230 CLARO S.A.
325,Aurora,Lima region,Canada,,23.1979,77.4268,Asia/Kolkata,BHARTI-AIRTEL-LTD-MOBILITY-SERVICES,Bharti Airtel Limited,
