Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260405124429+0100,240,04,24004,21431901,30407082,28796256,240-04-****,240-04-****-**,4G,Smartphone,2161
260404152434+0100,234,33,23433,77477740,73595980,56113522,234-33-****,234-33-****-**,5G,IoT Device,734
260405191434+0200,206,20,20620,51184383,32876616,32067869,206-20-****,206-20-****-**,4G,Smartphone,2849
260408125536-0800,310,410,310410,74448792,77790228,97186375,310-410-****,310-410-****-**,3G,Tablet,2179
260407113509+0200,206,10,20610,30403495,54530486,44645644,206-10-****,206-10-****-**,4G,Tablet,2216
260405184431+0200,240,01,24001,37533802,28294926,29052146,240-01-****,240-01-****-**,5G,Smartphone,2631
260408131537-0600,310,410,310410,97070360,91541978,83595158,310-410-****,310-410-****-**,4G,Smartphone,713
260402175915+0100,234,20,23420,74580871,50260640,75440806,234-20-****,234-20-****-**,3G,Smartphone,1662
260403093542+0000,234,10,23410,52795452,68193091,61699294,234-10-****,234-10-****-**,4G,Smartphone,2027
260401223340-0500,310,260,310260,86764747,76479085,82173835,310-260-****,310-260-****-**,5G,Smartphone,1660
260404162328+0200,206,10,20610,47251621,44970013,48201968,206-10-****,206-10-****-**,4G,IoT Device,2288
260407170935+0200,240,07,24007,14884019,16621082,22411322,240-07-****,240-07-****-**,3G,Smartphone,2189
260406182533+0100,206,01,20601,55808853,40269873,30058037,206-01-****,206-01-****-**,4G,Smartphone,2758
260407150602+0100,206,10,20610,36803178,53090502,33088124,206-10-****,206-10-****-**,4G,Smartphone,1071
260408114946-0600,310,260,310260,76909137,87782963,99418221,310-260-****,310-260-****-**,4G,Tablet,2282
260403230518-0700,310,120,310120,97027261,92354720,86381818,310-120-****,310-120-****-**,4G,IoT Device,355
260404162521+0100,234,15,23415,60104338,54559602,60023157,234-15-****,234-15-****-**,3G,Tablet,471
260404081722-0800,310,410,310410,80326775,90877867,91989840,310-410-****,310-410-****-**,3G,Smartphone,2903
260403203657+0100,234,33,23433,71581555,73477240,60849792,234-33-****,234-33-****-**,4G,Tablet,994
260403221012-0600,310,480,310480,89146771,74655479,86970941,310-480-****,310-480-****-**,5G,Smartphone,437
260407034334-0700,310,120,310120,87627076,83376107,79035370,310-120-****,310-120-****-**,3G,Smartphone,2947
260407185243+0100,234,33,23433,53703458,66308893,53024982,234-33-****,234-33-****-**,3G,Smartphone,1913
260407052112-0600,310,260,310260,78034654,86467446,77639295,310-260-****,310-260-****-**,5G,IoT Device,342
260402164830+0100,234,10,23410,54878788,62840412,68849383,234-10-****,234-10-****-**,4G,IoT Device,1197
260408020716-0600,310,480,310480,78359577,76025641,93996170,310-480-****,310-480-****-**,4G,IoT Device,196
260405080728+0100,240,16,24016,20652832,31966545,11795322,240-16-****,240-16-****-**,5G,Smartphone,1151
260327095943+0200,240,16,24016,18778271,31977266,20544075,240-16-****,240-16-****-**,5G,Smartphone,59
260407211952+0000,234,30,23430,74286853,65516982,71541492,234-30-****,234-30-****-**,3G,Smartphone,2386
260407071948-0700,310,410,310410,79843971,80671888,95962519,310-410-****,310-410-****-**,4G,IoT Device,1641
260407091848+0200,240,24,24024,11483917,11344146,25792481,240-24-****,240-24-****-**,4G,Smartphone,133
260402185239-0600,310,480,310480,99796695,90280916,83021038,310-480-****,310-480-****-**,4G,IoT Device,1256
260407081338+0200,240,01,24001,29160402,34687016,27611729,240-01-****,240-01-****-**,5G,Smartphone,2795
260406174802+0100,234,20,23420,56338785,63649880,63848113,234-20-****,234-20-****-**,3G,Tablet,1912
260405115124+0200,240,24,24024,24388366,30229727,19713451,240-24-****,240-24-****-**,5G,Tablet,2680
260403224940+0100,206,20,20620,57453294,37834610,31700323,206-20-****,206-20-****-**,5G,Tablet,100
260405225228+0200,240,24,24024,18265721,12368882,13203536,240-24-****,240-24-****-**,5G,Smartphone,2115
260403184110+0100,234,30,23430,58728735,65220860,72585437,234-30-****,234-30-****-**,4G,Tablet,2503
260402103551-0700,310,120,310120,71063574,85898113,75841240,310-120-****,310-120-****-**,4G,Smartphone,1087
260404024625-0700,310,260,310260,76072724,75871664,75403430,310-260-****,310-260-****-**,5G,IoT Device,678
260404213953-0500,310,260,310260,89074437,73823139,94935115,310-260-****,310-260-****-**,5G,Smartphone,462
260406020712+0100,240,02,24002,26743247,14941955,11402462,240-02-****,240-02-****-**,3G,Smartphone,779
260405064255+0200,240,16,24016,14470513,24330108,25800482,240-16-****,240-16-****-**,3G,Tablet,886
260406053427+0100,240,24,24024,18613259,11433279,11843877,240-24-****,240-24-****-**,5G,Smartphone,2642
260404060040-0800,310,260,310260,82540687,77909845,85936482,310-260-****,310-260-****-**,4G,IoT Device,1889
260401204928+0100,234,15,23415,54873234,62286308,50149514,234-15-****,234-15-****-**,3G,IoT Device,2041
260402001916+0000,234,10,23410,57268974,69205602,72342996,234-10-****,234-10-****-**,5G,Smartphone,2398
260406025047-0700,310,120,310120,89765923,72761205,68628887,310-120-****,310-120-****-**,5G,Smartphone,1884
260403234737+0100,206,05,20605,41784339,51717276,46240201,206-05-****,206-05-****-**,5G,Smartphone,340
260407140028-0600,310,260,310260,72416209,88212039,85125404,310-260-****,310-260-****-**,4G,Tablet,493
260404140734+0200,240,08,24008,20073265,31346595,29849169,240-08-****,240-08-****-**,5G,Smartphone,1451
260322184035+0200,206,20,20620,32773965,48971602,26035513,206-20-****,206-20-****-**,4G,Smartphone,25
260402023944+0000,234,33,23433,64973604,50541465,62795164,234-33-****,234-33-****-**,4G,Smartphone,1164
260406013909-0600,310,480,310480,96287967,87647904,70319437,310-480-****,310-480-****-**,4G,IoT Device,933
260406043521-0800,310,120,310120,85460501,76042180,89682389,310-120-****,310-120-****-**,5G,IoT Device,1513
260407183848+0100,206,05,20605,57132836,46005458,29332229,206-05-****,206-05-****-**,5G,IoT Device,1324
260407025740+0000,234,15,23415,50652509,59530434,53909371,234-15-****,234-15-****-**,4G,Smartphone,2405
260401181550+0100,234,20,23420,62172659,50759057,62642875,234-20-****,234-20-****-**,4G,IoT Device,1806
260402105700+0100,234,38,23438,60355060,50284498,61967159,234-38-****,234-38-****-**,4G,IoT Device,237
260405213857-0700,310,120,310120,95305795,90388294,82198540,310-120-****,310-120-****-**,4G,Smartphone,366
260404023541-0600,310,480,310480,83287349,75547959,95909519,310-480-****,310-480-****-**,4G,Smartphone,300
260404001153+0000,234,20,23420,75892581,50836018,51595870,234-20-****,234-20-****-**,4G,Smartphone,672
260406104617+0200,206,20,20620,34742430,51214225,49936751,206-20-****,206-20-****-**,5G,Tablet,988
260325123043+0100,206,05,20605,48127356,54292590,34490166,206-05-****,206-05-****-**,4G,Smartphone,67
260401155737+0100,240,01,24001,15584088,26605592,14819682,240-01-****,240-01-****-**,5G,Tablet,1620
260406025914+0100,240,05,24005,14082571,30820551,23328519,240-05-****,240-05-****-**,5G,Smartphone,2883
260406142332-0800,310,480,310480,82149984,87967481,78317070,310-480-****,310-480-****-**,4G,Smartphone,286
260407222347+0100,234,30,23430,66891063,56800125,76527745,234-30-****,234-30-****-**,4G,Smartphone,2155
260407083529+0000,234,38,23438,78828080,55386568,54914330,234-38-****,234-38-****-**,4G,Smartphone,2224
260403184727-0700,310,120,310120,81904991,90706832,94537094,310-120-****,310-120-****-**,3G,Smartphone,2515
260404125254+0100,240,05,24005,24403191,21378868,13502545,240-05-****,240-05-****-**,5G,Smartphone,996
260407074539+0000,234,20,23420,67407516,54367734,56860679,234-20-****,234-20-****-**,5G,Tablet,1163
260405170050+0100,240,01,24001,38287417,31049311,18731873,240-01-****,240-01-****-**,5G,Smartphone,246
260405185656+0200,206,10,20610,51319938,43728804,30754658,206-10-****,206-10-****-**,5G,Smartphone,2749
260402073959+0100,206,20,20620,32013292,51557188,26077738,206-20-****,206-20-****-**,3G,Smartphone,235
260405101517+0200,240,24,24024,19889787,31568736,21807212,240-24-****,240-24-****-**,3G,Smartphone,2994
260401202210+0100,234,38,23438,65275726,71861974,77134204,234-38-****,234-38-****-**,3G,Tablet,2005
260403122028+0000,234,10,23410,51048439,55005773,65596552,234-10-****,234-10-****-**,3G,Tablet,2820
260406010220-0700,310,480,310480,85961790,75445449,83106698,310-480-****,310-480-****-**,4G,IoT Device,2055
260406110731-0700,310,480,310480,90958936,72555925,94282371,310-480-****,310-480-****-**,3G,IoT Device,1790
260405133609-0800,310,410,310410,71354656,84341138,87472294,310-410-****,310-410-****-**,4G,Smartphone,1309
260403004013+0100,234,33,23433,76672141,58955823,70972950,234-33-****,234-33-****-**,3G,Smartphone,2930
260406174653+0100,240,02,24002,14463842,20081986,10489252,240-02-****,240-02-****-**,5G,Smartphone,1276
260405014133-0700,310,410,310410,99844186,76527806,98586468,310-410-****,310-410-****-**,5G,Smartphone,53
260406231121+0100,240,01,24001,28251481,28115469,23675012,240-01-****,240-01-****-**,5G,Tablet,1923
260402015633-0700,310,480,310480,94553050,94351536,89640169,310-480-****,310-480-****-**,4G,Tablet,2436
260309211357+0200,240,05,24005,37417437,17885291,12645115,240-05-****,240-05-****-**,5G,Smartphone,60
260404100500-0600,310,260,310260,90000879,78397848,87435053,310-260-****,310-260-****-**,5G,Smartphone,2991
260407143430+0200,206,20,20620,50709693,54842674,25541749,206-20-****,206-20-****-**,5G,Smartphone,658
260407140313+0200,206,20,20620,55690687,34472903,31886821,206-20-****,206-20-****-**,5G,Smartphone,1711
260405224857+0200,240,02,24002,12995029,30136786,16271023,240-02-****,240-02-****-**,4G,Tablet,704
260402235725-0500,310,480,310480,75606642,72025363,70369794,310-480-****,310-480-****-**,5G,IoT Device,2159
260407162533+0200,206,05,20605,57204007,38253294,41355039,206-05-****,206-05-****-**,4G,Smartphone,885
260406045211+0200,206,10,20610,55056903,43119533,51735179,206-10-****,206-10-****-**,5G,Smartphone,69
260407111138-0500,310,480,310480,77612546,71592427,76835151,310-480-****,310-480-****-**,4G,Smartphone,1431
260404125431+0200,240,01,24001,20260174,17757706,29279322,240-01-****,240-01-****-**,5G,Smartphone,800
260406001606-0700,310,120,310120,90093005,72715352,79007263,310-120-****,310-120-****-**,3G,Smartphone,2753
260405211635-0500,310,410,310410,80703271,94956455,95086235,310-410-****,310-410-****-**,4G,Smartphone,2658
260401211500+0100,206,05,20605,55040997,35795269,36171602,206-05-****,206-05-****-**,5G,Smartphone,1325
260408102241+0100,206,01,20601,34226311,53693379,29047846,206-01-****,206-01-****-**,5G,Smartphone,2324
260401221134+0000,234,33,23433,77851866,68693595,73864590,234-33-****,234-33-****-**,4G,IoT Device,1185
260405020617+0100,240,07,24007,31978657,10923797,13207997,240-07-****,240-07-****-**,4G,Smartphone,664
260403014320+0100,234,20,23420,50847565,62490814,62195573,234-20-****,234-20-****-**,3G,Smartphone,727
260406000924+0100,206,20,20620,33779927,39495043,27019227,206-20-****,206-20-****-**,5G,IoT Device,2360
260403220228-0500,310,410,310410,89326513,72352480,67691784,310-410-****,310-410-****-**,4G,IoT Device,2585
260405144735+0200,240,24,24024,13142129,28908162,28376172,240-24-****,240-24-****-**,5G,Smartphone,2192
260405083715+0200,240,24,24024,33232419,27231363,18061848,240-24-****,240-24-****-**,5G,Tablet,2272
260408090517+0100,240,08,24008,26395189,12167257,26042622,240-08-****,240-08-****-**,5G,Smartphone,2932
260404160926+0000,234,38,23438,69866338,60244684,68806704,234-38-****,234-38-****-**,3G,Smartphone,870
260324105154+0200,206,10,20610,32685687,50435617,26266858,206-10-****,206-10-****-**,5G,Tablet,79
260405221127+0100,206,05,20605,32728196,40693234,48449604,206-05-****,206-05-****-**,3G,Smartphone,1958
260405011849+0100,206,20,20620,45547912,44046695,28305139,206-20-****,206-20-****-**,5G,IoT Device,1592
260402065411-0500,310,120,310120,72249631,92728202,94722572,310-120-****,310-120-****-**,4G,Smartphone,2814
260406192829-0700,310,410,310410,84874727,77471919,81208273,310-410-****,310-410-****-**,3G,IoT Device,887
260404232759+0100,240,08,24008,17452972,25186867,12919088,240-08-****,240-08-****-**,5G,Smartphone,1386
260406161026+0100,206,20,20620,39476271,35198335,35923645,206-20-****,206-20-****-**,3G,Tablet,1137
260404005326+0100,240,08,24008,25304316,31202549,29539409,240-08-****,240-08-****-**,5G,Smartphone,1613
260405183008+0100,240,04,24004,34158497,10571286,10128280,240-04-****,240-04-****-**,5G,IoT Device,2984
260403105515+0100,206,05,20605,50843003,34276031,40672902,206-05-****,206-05-****-**,5G,Tablet,538
260402080021+0000,234,38,23438,53543694,55350687,59381387,234-38-****,234-38-****-**,4G,Smartphone,1726
260403145237+0100,206,01,20601,47598204,43853577,30809142,206-01-****,206-01-****-**,5G,Smartphone,2118
260320033906+0000,234,20,23420,65841179,71941516,76011303,234-20-****,234-20-****-**,3G,Smartphone,72
260406183238+0100,234,20,23420,77635773,68873457,51408260,234-20-****,234-20-****-**,4G,IoT Device,170
260406072757+0200,240,16,24016,14695191,27312559,12690337,240-16-****,240-16-****-**,5G,IoT Device,973
260404072855+0200,206,20,20620,52455815,32652927,36406590,206-20-****,206-20-****-**,3G,Tablet,2151
260408110436+0100,206,10,20610,33493210,45340252,40329001,206-10-****,206-10-****-**,4G,Tablet,2400
260408140241+0100,240,01,24001,39777706,20265806,23198721,240-01-****,240-01-****-**,5G,Smartphone,2922
260408131510+0100,234,15,23415,54629939,67175924,52752280,234-15-****,234-15-****-**,3G,IoT Device,2130
260407014450+0100,234,20,23420,58655167,65880002,58590817,234-20-****,234-20-****-**,3G,IoT Device,239
260408082508+0200,240,07,24007,27765827,14694964,25716903,240-07-****,240-07-****-**,5G,Smartphone,1497
260403201550-0600,310,480,310480,83073186,78128331,97130949,310-480-****,310-480-****-**,4G,IoT Device,513
260403014800+0200,240,24,24024,23743365,17301136,22046489,240-24-****,240-24-****-**,3G,Smartphone,2527
260407152008+0200,206,20,20620,48913090,31424600,51356669,206-20-****,206-20-****-**,5G,Smartphone,1625
260406025415+0100,234,38,23438,69437312,73288109,64608408,234-38-****,234-38-****-**,5G,Tablet,2634
260406050041+0200,206,10,20610,41502349,37676618,41885852,206-10-****,206-10-****-**,4G,Tablet,1984
260405215744+0100,206,05,20605,32777280,49907643,49855695,206-05-****,206-05-****-**,5G,Tablet,2645
260403041552+0200,240,05,24005,10524466,26339917,12708601,240-05-****,240-05-****-**,5G,Smartphone,129
260405201715+0200,206,20,20620,37244152,41304477,42253681,206-20-****,206-20-****-**,4G,Tablet,2233
260407015209+0200,240,24,24024,14573206,10544981,14511126,240-24-****,240-24-****-**,5G,Smartphone,525
260404013310+0100,240,07,24007,18981709,34200888,22443126,240-07-****,240-07-****-**,5G,Tablet,409
260401222619+0000,234,38,23438,56988953,68935464,73386297,234-38-****,234-38-****-**,4G,Smartphone,1061
260407222149+0100,234,38,23438,59294930,64361729,58778996,234-38-****,234-38-****-**,3G,Tablet,2296
260403222240+0200,240,16,24016,37172665,15390667,26429144,240-16-****,240-16-****-**,5G,Tablet,2562
260403172315+0100,240,02,24002,38820604,20052271,26189560,240-02-****,240-02-****-**,4G,IoT Device,2489
260402221126+0100,234,38,23438,57312489,54520203,70574100,234-38-****,234-38-****-**,4G,Tablet,654
260401184921+0100,234,30,23430,59673965,74860493,53207013,234-30-****,234-30-****-**,3G,Tablet,663
260404092955+0100,206,01,20601,40870566,42220353,37414102,206-01-****,206-01-****-**,5G,Smartphone,2078
260402043953+0100,240,16,24016,10139504,23910213,11096378,240-16-****,240-16-****-**,3G,Smartphone,245
260407091755+0100,206,20,20620,51016258,42473610,39620128,206-20-****,206-20-****-**,5G,Smartphone,930
260403190135-0800,310,480,310480,73713023,91310531,96928997,310-480-****,310-480-****-**,3G,Smartphone,2194
260408060115+0200,206,05,20605,37349008,34402359,29381688,206-05-****,206-05-****-**,4G,Tablet,500
260406235550+0100,206,20,20620,43952609,43242246,49903897,206-20-****,206-20-****-**,5G,Smartphone,204
260404133025-0800,310,480,310480,75748789,87722748,93158215,310-480-****,310-480-****-**,4G,IoT Device,1034
260403210621-0500,310,120,310120,95404147,93374161,72075200,310-120-****,310-120-****-**,3G,IoT Device,2587
260407083945+0200,206,20,20620,46473286,41019384,35025469,206-20-****,206-20-****-**,5G,IoT Device,1195
260405184549+0000,234,15,23415,72148566,52073960,70686721,234-15-****,234-15-****-**,3G,IoT Device,1397
260403035606+0100,206,20,20620,33525983,41215540,28843510,206-20-****,206-20-****-**,4G,Tablet,2253
260402104947+0100,206,01,20601,59187615,47450130,54401534,206-01-****,206-01-****-**,5G,Smartphone,209
260407135917-0700,310,480,310480,88289347,83471189,94714591,310-480-****,310-480-****-**,5G,Smartphone,609
260318215205-0700,310,410,310410,82462071,73002447,81691468,310-410-****,310-410-****-**,4G,IoT Device,92
260402104953+0200,240,24,24024,23155543,22068068,10413828,240-24-****,240-24-****-**,4G,Tablet,964
260405103149+0100,206,01,20601,30111288,46644083,45346343,206-01-****,206-01-****-**,5G,Smartphone,1216
260405002344+0200,240,04,24004,28901145,25762279,10650865,240-04-****,240-04-****-**,4G,Smartphone,361
260404160738-0800,310,260,310260,71074742,72766672,76774996,310-260-****,310-260-****-**,5G,IoT Device,2940
260408005637+0100,240,24,24024,34899990,13698767,12326635,240-24-****,240-24-****-**,5G,Smartphone,2294
260404023721+0000,234,10,23410,53124074,61339739,69932357,234-10-****,234-10-****-**,3G,Tablet,44
260406235745+0200,240,08,24008,20725438,22248167,14238171,240-08-****,240-08-****-**,5G,Tablet,211
260404111736+0100,206,05,20605,35041677,33849770,25046870,206-05-****,206-05-****-**,4G,Smartphone,961
260404095044+0200,240,07,24007,25899570,15522774,14670486,240-07-****,240-07-****-**,5G,IoT Device,1636
260403155406-0500,310,480,310480,94962706,74725759,81812934,310-480-****,310-480-****-**,4G,IoT Device,683
260406041508+0100,234,15,23415,61700811,69787420,59293230,234-15-****,234-15-****-**,3G,Smartphone,1700
