Linkage_Index,Region,Country,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
216,Tianjin,China,39.3434,117.362,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
217,Miranda,Venezuela,10.497,-66.8427,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A."
218,Rio de Janeiro,Brazil,-22.9027,-43.2194,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
219,Georgia,United States,33.8503,-84.3471,America/New_York,AT&T Mobility LLC,AT&T Mobility LLC,
220,Giza,Egypt,30.0674,31.0262,Africa/Cairo,Etisalat Misr,,AS36992 ETISALAT MISR
221,Tokyo,Japan,35.694,139.754,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,
222,Budapest,Hungary,47.5636,19.0947,Europe/Budapest,Telenor Hungary Plc,Telenor Hungary Plc.,AS213155 Yettel Hungary Ltd.
223,Boumerdes,Algeria,36.7738,3.7056,Africa/Algiers,Algerie Telecom,,AS36947 Telecom Algeria
224,Oregon,United States,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
225,New Jersey,United States,40.7706,-74.5036,America/New_York,AT&T Services,AT&T Worldnet Services,
226,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
227,Ontario,Canada,43.709,-79.4057,America/Toronto,ERX,,
228,Guangdong,China,23.1072,114.3997,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
229,Indiana,United States,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
230,Istanbul,Türkiye,41.0011,28.9675,Europe/Istanbul,Akamai Technologies,,AS20940 Akamai International B.V.
231,Chiba,Japan,35.7834,139.8958,Asia/Tokyo,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation
232,Alabama,United States,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS721 DoD Network Information Center
233,Florida,United States,28.0608,-82.3709,America/New_York,Verizon Data Services LLC,Verizon Data Services LLC,
234,Heilongjiang,China,45.7567,126.642,Asia/Shanghai,CNC Group CHINA169 Heilongjiang Province Network,,AS4837 CHINA UNICOM China169 Backbone
235,Seoul,South Korea,37.5794,126.9754,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
236,New York,United States,42.6406,-73.7906,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
237,New York,United States,40.7128,-74.006,America/New_York,MCI,Verizon Business,AS3371 MCI
238,California,United States,33.8789,-117.5353,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
239,Kyoto,Japan,35.0203,135.7602,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
240,Texas,United States,32.8175,-96.8731,America/Chicago,"CoreSpace, Inc.","CoreSpace, Inc.","AS54489 CoreSpace, Inc."
241,Texas,United States,32.9918,-96.7108,America/Chicago,"AT&T Services, Inc.",PPPoX Pool - AACE5 RCSNTX,"AS7018 AT&T Services, Inc."
242,Ontario,Canada,43.2657,-81.1655,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. MTMC,AS812 Rogers Communications Canada Inc.
243,New York,United States,42.8203,-73.8682,America/New_York,Knolls Atomic Power Labratory,Knolls Atomic Power Labratory,
244,Quebec,Canada,45.6513,-76.0385,America/Toronto,Cogeco Connexion inc,Cogeco Connexion inc,AS11290 Cogeco Connexion inc
245,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
246,Mexico City,Mexico,19.3458,-99.088,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
247,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
248,Lagos,Nigeria,6.43327,3.42939,Africa/Lagos,MTN NIGERIA Communication limited,MTN Nigeria,AS29465 MTN NIGERIA Communication limited
249,Federal District,Brazil,-15.7792,-47.9341,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
250,California,United States,37.8057,-122.412,America/Los_Angeles,"AT&T Services, Inc.",Liquid Thinking,"AS7018 AT&T Services, Inc."
251,California,United States,37.5307,-122.262,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
252,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
253,England,United Kingdom,51.5477,0.1115,Europe/London,EE Limited,EEMobile,AS12576 EE Limited
254,Guangdong,China,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
255,Arizona,United States,32.413,-110.942,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
256,São Paulo,Brazil,-23.0889,-47.2127,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
257,Tokyo,Japan,35.6875,139.767,Asia/Tokyo,NTT Communications Corporation,NTT Communications Corporation,AS23779 NTT Communications Corporation
258,New York,United States,42.6552,-73.802,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
259,Lusaka Province,Zambia,-15.4183,28.287,Africa/Lusaka,Airtel Zambia,,AS37287 Zain Zambia PLC
260,Georgia,United States,33.7477,-84.3892,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
261,Amanat Alasimah,Yemen,15.3522,44.2095,Asia/Aden,Fiber Grid INC,Fiber Grid,AS37518 Fiber Grid INC
262,California,United States,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
263,Wyoming,United States,41.13925,-104.816154,America/Denver,Microsoft Corporation,Microsoft Azure Cloud (westcentralus),AS8075 Microsoft Corporation
264,Veneto,Italy,45.2696,12.1058,Europe/Rome,Telecom Italia Net,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
265,Minnesota,United States,44.0484,-92.4948,America/Chicago,Mayo Foundation Medical Education and Research,Mayo Foundation Medical Education and Research,AS7973 Mayo Foundation for Medical Education and Research
266,Ohio,United States,40.0992,-83.1141,America/New_York,Amazon.com,Amazon Technologies Inc. (us-east-2),
267,São Paulo,Brazil,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS10429 TELEFÔNICA BRASIL S.A
268,Florida,United States,27.8556,-82.8231,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
269,Gyeonggi-do,South Korea,37.298,127.0777,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
270,New Jersey,United States,40.7357,-74.1724,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
271,Lombardy,Italy,45.5707,9.7726,Europe/Rome,INTERBUSINESS,,AS3269 Telecom Italia S.p.A.
272,Louisiana,United States,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
273,New York,United States,40.7128,-74.006,America/New_York,United States Postal Service.,United States Postal Service,
274,Taiwan,Taiwan,25.033,121.565,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
275,North West,Singapore,1.352,103.8198,Asia/Singapore,Huawei International Pte. LTD,,AS136907 HUAWEI CLOUDS
276,Istanbul,Türkiye,41.0247,28.9252,Europe/Istanbul,Vodafone Net DSL - ERENKOY,Vodafone Telekomunikasyon A.S.,AS15897 Vodafone Telekomunikasyon A.S.
277,Ankara,Türkiye,39.9786,32.8262,Europe/Istanbul,Dogan Iletisim,Dogan Iletisim Elektronik Servis Hizmetleri A.S.,AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.
278,North Carolina,United States,35.1349,-80.9355,America/New_York,Flexential Colorado Corp.,Flexential Colorado Corp,AS13649 Flexential Colorado Corp.
279,Texas,United States,29.7373,-95.3972,America/Chicago,"AT&T Services, Inc.",Stratford Visitingnurse Associ,"AS7018 AT&T Services, Inc."
280,Wakayama,Japan,34.3505,135.577,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
281,Tokyo,Japan,35.6552,139.761,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,
282,Illinois,United States,41.8995,-87.9403,America/Chicago,"AT&T Services, Inc.",PPPoX Pool Rback3 EMHRIL,"AS7018 AT&T Services, Inc."
283,Shanghai,China,31.2298,121.525,Asia/Shanghai,CHINANET,Chinanet,
284,Tokyo,Japan,35.6895,139.692,Asia/Tokyo,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc."
285,California,United States,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
286,Jiangxi,China,28.6742,115.91,Asia/Shanghai,Chinanet,Chinanet JX,AS4134 CHINANET-BACKBONE
287,Uusimaa,Finland,60.2771,25.1209,Europe/Helsinki,Elisa Oyj,Elisa Oyj,AS719 Elisa Oyj
288,Selangor,Malaysia,2.9304,101.6627,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
289,Buenos Aires,Argentina,-36.0,-59.9964,America/Argentina/Buenos_Aires,Universidad Nacional de Buenos Aires,Universidad Nacional de Buenos Aires,AS3449 Universidad Nacional de Buenos Aires
290,Baden-Wurttemberg,Germany,49.0067,8.417,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
291,Western Australia,Australia,-31.9643,115.8595,Australia/Perth,Telstra Internet,,AS1221 Telstra Corporation Ltd
292,Baku City,Azerbaijan,40.3976,49.8137,Asia/Baku,AZERCELL-LTE,,AS31721 Azercell Telecom Ltd
293,Taipei City,Taiwan,25.0504,121.5324,Asia/Taipei,Asia Pacific On-line Services Inc.,APOL,AS7482 Asia Pacific On-line Service Inc.
294,England,United Kingdom,51.5074,-0.1196,Europe/London,Amazon.com,"Amazon.com, Inc",
295,Sichuan,China,30.2638,102.805,Asia/Shanghai,Chinanet,net SC,AS4134 CHINANET-BACKBONE
296,California,United States,37.7583,-121.958,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
297,Michigan,United States,42.331,-83.3785,America/Detroit,WideOpenWest Finance LLC,Wide Open West,AS12083 WideOpenWest Finance LLC
298,Taipei City,Taiwan,25.0504,121.5324,Asia/Taipei,"Far EasTone Telecommunication Co., Ltd.",FETNET,"AS9674 Far EastTone Telecommunication Co., Ltd."
299,Michigan,United States,41.929,-85.0027,America/Detroit,Charter Communications,Spectrum,AS20115 Charter Communications
300,Kyiv City,Ukraine,50.4554,30.4388,Europe/Kiev,CJSC Ukrainian Mobile Comminications,CJSC Ukrainian Mobile Comminications,
301,Kansas,United States,38.9715,-95.2373,America/Chicago,Kansas Research and Education Network,Kansas Research and Education Network,AS2495 Kansas Research and Education Network
302,North Carolina,United States,35.905,-78.8566,America/New_York,IBM,IBM,
303,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
304,Utrecht,The Netherlands,52.0907,5.12142,Europe/Amsterdam,SURFnet II,SURFnet bv,
305,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
306,Krasnodar Krai,Russia,43.5991,39.7233,Europe/Moscow,Dmitriy V. Kozmenko,Dmitriy V. Kozmenko,AS47586 Business Svyaz
307,Ontario,Canada,43.7012,-79.3877,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. BAWK,AS812 Rogers Communications Canada Inc.
308,Australian Capital Territory,Australia,-35.2781,149.128,Australia/Sydney,DOIISRATE,,AS17477 Macquarie Telecom
309,Bangkok,Thailand,13.7683,100.54,Asia/Bangkok,Advanced Wireless Network Company Limited,Advanced Wireless Network Company Limited,AS131445 Advance Wireless Network
310,Tokyo,Japan,35.6916,139.768,Asia/Tokyo,JPNIC,,
311,Plaines Wilhems District,Mauritius,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
312,North Carolina,United States,35.905,-78.8566,America/New_York,IBM,IBM,
313,Colorado,United States,39.7523,-104.984,America/Denver,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
314,Santiago Metropolitan,Chile,-33.3829,-70.6214,America/Santiago,Claro Chile S.A,Claro Chile S.A,
315,Texas,United States,29.7646,-95.3657,America/Chicago,"AT&T Services, Inc.",AT&T IP Team,"AS7018 AT&T Services, Inc."
316,Beijing,China,39.9042,116.407,Asia/Shanghai,"IDC, China Telecommunications Corporation","ChinaTelecom Group Beijing Ltd, Co","AS23724 IDC, China Telecommunications Corporation"
317,Tokyo,Japan,35.6608,139.7448,Asia/Tokyo,Kddi Corporation,Kddi Corporation,AS2516 KDDI CORPORATION
318,Oita,Japan,33.2251,131.6078,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Oita University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
319,Manitoba,Canada,49.8289,-97.1046,America/Winnipeg,Winnipeg Internet Exchange,True North NET,AS393523 Winnipeg Internet Exchange
320,Central Serbia,Serbia,44.7955,20.4413,Europe/Belgrade,BeotelNet-ISP d.o.o,BeotelNet-ISP d.o.o,AS6700 BeotelNet-ISP d.o.o
321,England,United Kingdom,51.4536,-0.4233,Europe/London,Virgin Media,,AS5089 Virgin Media Limited
322,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
323,Rio de Janeiro,Brazil,-22.9068,-43.1729,America/Sao_Paulo,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),"AS16509 Amazon.com, Inc."
324,São Paulo,Brazil,-23.5558,-46.6396,America/Sao_Paulo,Claro S.A.,Claro S.A,AS4230 CLARO S.A.
325,Madhya Pradesh,India,23.1979,77.4268,Asia/Kolkata,BHARTI-AIRTEL-LTD-MOBILITY-SERVICES,Bharti Airtel Limited,
326,Quebec,Canada,45.5048,-73.5749,America/Toronto,McGill University,McGill University,AS15318 McGill University
327,Gauteng,South Africa,-25.7479,28.2293,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS5713 Telkom SA Ltd.
328,Baden-Wurttemberg,Germany,48.7863,9.23807,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
329,Tyrol,Austria,47.1406,10.5611,Europe/Vienna,MYNET,myNET Internet Solutions,AS31543 myNet GmbH
330,California,United States,38.0296,-121.346,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33667 Comcast Cable Communications, LLC"
331,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
332,Baden-Wurttemberg,Germany,48.7863,9.23807,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
333,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
334,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
335,Kansas,United States,39.0539,-95.7097,America/Chicago,Cox Communications Inc.,Cox Communications Inc.,AS22773 Cox Communications Inc.
336,Gyeonggi-do,South Korea,37.3638,127.122,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
337,Alberta,Canada,53.5171,-113.6617,America/Edmonton,TELUS Communications Inc,TELUS-FIBRE-EDTNABXW,AS852 TELUS Communications Inc.
338,Buenos Aires F.D.,Argentina,-34.5751,-58.4359,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
339,California,United States,33.8052,-118.018,America/Los_Angeles,Yamaha Motor Corporation,"YAMAHA MOTOR CORPORATION, U.S.A",
340,Central Region,Uganda,0.21548,32.5345,Africa/Kampala,Africell2,Plot 28-30 Clement Hill Road,AS328198 Blue Crane Communications (U) Ltd
341,England,United Kingdom,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
342,Texas,United States,29.7738,-95.406,America/Chicago,Houston Community College System,Houston Community College System,AS25977 HOUSTON COMMUNITY COLLEGE SYSTEM
343,Oregon,United States,45.5235,-122.676,America/Los_Angeles,BellSouth.net Inc.,Amazon Technologies Inc. (us-west-2),
344,Zurich,Switzerland,47.3559,8.51553,Europe/Zurich,Credit Suisse Group,Credit Suisse Group,
345,Gyeonggi-do,South Korea,37.4988,126.7824,Asia/Seoul,CJ Hello Co.,HVBucheon,AS17839 LG HelloVision Corp.
346,New Brunswick,Canada,46.5528,-67.305,America/Moncton,New Brunswick Department of Education and Early Childhood Development,New Brunswick Department of Education,AS17120 New Brunswick Department of Education and Early Childhood Development
347,Rīga,Latvia,56.9496,24.0978,Europe/Riga,Tele2 Sverige AB,Telephony IC,AS1257 Tele2 Sverige AB
348,México,Mexico,19.2391,-99.5986,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
349,Virginia,United States,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus2euap),AS8075 Microsoft Corporation
350,Hyōgo,Japan,34.6922,135.1816,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Konan University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
351,Sichuan,China,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
352,Ohio,United States,41.083,-81.5709,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
353,Limburg,The Netherlands,51.0006,5.85455,Europe/Amsterdam,DSM,Royal DSM NV,
354,Illinois,United States,41.878,-87.6324,America/Chicago,Chicago Board of Trade,Chicago Board of Trade,
355,Indiana,United States,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
356,Hesse,Germany,50.1109,8.68213,Europe/Berlin,Telekom Deutschland GmbH,Telekom Deutschland GmbH,AS3320 Deutsche Telekom AG
357,Arizona,United States,31.5552,-110.35,America/Phoenix,CONUS-YPG,Dren,AS668 DoD Network Information Center
358,Pichincha,Ecuador,-0.2309,-78.5211,America/Guayaquil,Telconet S.A,Ecuanet - Corporacion Ecuatoriana De Informacion,AS27947 Telconet S.A
359,Florida,United States,26.5226,-80.06,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC"
360,Gävleborg County,Sweden,60.673664,17.1456,Europe/Stockholm,Microsoft Corporation,Microsoft Azure Cloud (swedencentral),AS8075 Microsoft Corporation
361,Taiwan,Taiwan,25.033,121.565,Asia/Taipei,Telstra International Limited,National Technology Development Limited,AS4637 Telstra Global
362,Shandong,China,36.7069,119.162,Asia/Shanghai,China Unicom Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
